"","periodo","prov","RatioDocente","Ratio_Desertores","Ratio_BACH"
"357","2017T2",22,15.0125780612777,0.0283284229794711,321
"358","2017T2",23,16.2380375051723,0.0331495322454064,529
"359","2017T2",24,16.6907953933452,0.0160838520315307,632
"360","2017T2",90,22.3052480971857,0.0246067481834193,475
"361","2017T1",1,12.6868200309154,0.0163905655906372,423
"362","2017T1",2,11.1849108196555,0.0133978613735818,315
"363","2017T1",3,13.7329456751068,0.0210189366618229,409
"364","2017T1",4,12.1637281589424,0.0246290416755128,394
"365","2017T1",5,14.0229587787246,0.0184285493128008,393
"366","2017T1",6,12.5903769364601,0.0250695136749532,306
"367","2017T1",7,12.9848623273773,0.0204814048401839,509
"368","2017T1",8,18.4269843803554,0.0356658350675222,374
"369","2017T1",9,18.6633249861588,0.0210819690895014,668
"370","2017T1",10,14.471962215524,0.0222091045468808,455
"371","2017T1",11,9.33591285241319,0.0122568166767842,338
"372","2017T1",12,21.3542594768439,0.018683740760748,677
"373","2017T1",13,15.1250886865049,0.0165419688182985,400
"374","2017T1",14,16.2380849973193,0.0328266482082101,263
"375","2017T1",15,12.987902671441,0.0255538048092377,304
"376","2017T1",16,13.6068707307875,0.0334060801831033,245
"377","2017T1",17,11.6086522187307,0.0232000569982102,483
"378","2017T1",18,13.9648742517242,0.0195920371579795,448
"379","2017T1",19,10.5415604922387,0.0155420220707504,268
"380","2017T1",21,12.7287782817399,0.0223590859731334,296
"381","2017T1",22,15.0125780612777,0.0283284229794711,321
"382","2017T1",23,16.2380375051723,0.0331495322454064,529
"383","2017T1",24,16.6907953933452,0.0160838520315307,632
"384","2017T1",90,22.3052480971857,0.0246067481834193,475
"385","2018T2",1,12.0371746812951,0.012725635999625,415
"386","2018T2",2,11.2460380380546,0.0143423995670423,299
"387","2018T2",3,12.4579588684991,0.0226861485669005,396
"388","2018T2",4,11.3671490460021,0.0177929449185211,373
"389","2018T2",5,13.1111408732093,0.0182834407957167,392
"390","2018T2",6,11.3758747354217,0.0203932072641052,294
"391","2018T2",7,13.0525992458455,0.0169096998797855,481
"392","2018T2",8,17.5127696585261,0.0303666374168647,368
"393","2018T2",9,18.110093196106,0.018796588905729,654
"394","2018T2",10,13.6911639544468,0.0207564564953533,442
"395","2018T2",11,8.74449684839134,0.0088908901469202,322
"396","2018T2",12,20.1958947840138,0.0221527327579754,635
"397","2018T2",13,14.2608074409786,0.0140806136280435,387
"398","2018T2",14,15.7366007832911,0.0270698665435694,247
"399","2018T2",15,12.1877005389508,0.0197568648964218,293
"400","2018T2",16,12.6059800929303,0.0285844859765499,223
"401","2018T2",17,11.3361320883503,0.021105792593567,488
"402","2018T2",18,13.0756818999404,0.0221918301578523,431
"403","2018T2",19,9.91023078496939,0.0142944970157104,247
"404","2018T2",21,11.1292459014777,0.0231397942544164,295
"405","2018T2",22,14.4037231169193,0.0152942147101367,323
"406","2018T2",23,15.9175362179783,0.0189665046407399,496
"407","2018T2",24,16.2752417171133,0.0129999135315975,614
"408","2018T2",90,20.8837241332322,0.0155353595304127,381
"409","2018T1",1,12.0371746812951,0.012725635999625,415
"410","2018T1",2,11.2460380380546,0.0143423995670423,299
"411","2018T1",3,12.4579588684991,0.0226861485669005,396
"412","2018T1",4,11.3671490460021,0.0177929449185211,373
"413","2018T1",5,13.1111408732093,0.0182834407957167,392
"414","2018T1",6,11.3758747354217,0.0203932072641052,294
"415","2018T1",7,13.0525992458455,0.0169096998797855,481
"416","2018T1",8,17.5127696585261,0.0303666374168647,368
"417","2018T1",9,18.110093196106,0.018796588905729,654
"418","2018T1",10,13.6911639544468,0.0207564564953533,442
"419","2018T1",11,8.74449684839134,0.0088908901469202,322
"420","2018T1",12,20.1958947840138,0.0221527327579754,635
"421","2018T1",13,14.2608074409786,0.0140806136280435,387
"422","2018T1",14,15.7366007832911,0.0270698665435694,247
"423","2018T1",15,12.1877005389508,0.0197568648964218,293
"424","2018T1",16,12.6059800929303,0.0285844859765499,223
"425","2018T1",17,11.3361320883503,0.021105792593567,488
"426","2018T1",18,13.0756818999404,0.0221918301578523,431
"427","2018T1",19,9.91023078496939,0.0142944970157104,247
"428","2018T1",21,11.1292459014777,0.0231397942544164,295
"429","2018T1",22,14.4037231169193,0.0152942147101367,323
"430","2018T1",23,15.9175362179783,0.0189665046407399,496
"431","2018T1",24,16.2752417171133,0.0129999135315975,614
"432","2018T1",90,20.8837241332322,0.0155353595304127,381
"433","2018T4",1,12.0371746812951,0.012725635999625,415
"434","2018T4",2,11.2460380380546,0.0143423995670423,299
"435","2018T4",3,12.4579588684991,0.0226861485669005,396
"436","2018T4",4,11.3671490460021,0.0177929449185211,373
"437","2018T4",5,13.1111408732093,0.0182834407957167,392
"438","2018T4",6,11.3758747354217,0.0203932072641052,294
"439","2018T4",7,13.0525992458455,0.0169096998797855,481
"440","2018T4",8,17.5127696585261,0.0303666374168647,368
"441","2018T4",9,18.110093196106,0.018796588905729,654
"442","2018T4",10,13.6911639544468,0.0207564564953533,442
"443","2018T4",11,8.74449684839134,0.0088908901469202,322
"444","2018T4",12,20.1958947840138,0.0221527327579754,635
"445","2018T4",13,14.2608074409786,0.0140806136280435,387
"446","2018T4",14,15.7366007832911,0.0270698665435694,247
"447","2018T4",15,12.1877005389508,0.0197568648964218,293
"448","2018T4",16,12.6059800929303,0.0285844859765499,223
"449","2018T4",17,11.3361320883503,0.021105792593567,488
"450","2018T4",18,13.0756818999404,0.0221918301578523,431
"451","2018T4",19,9.91023078496939,0.0142944970157104,247
"452","2018T4",21,11.1292459014777,0.0231397942544164,295
"453","2018T4",22,14.4037231169193,0.0152942147101367,323
"454","2018T4",23,15.9175362179783,0.0189665046407399,496
"455","2018T4",24,16.2752417171133,0.0129999135315975,614
"456","2018T4",90,20.8837241332322,0.0155353595304127,381
"457","2018T3",1,12.0371746812951,0.012725635999625,415
"458","2018T3",2,11.2460380380546,0.0143423995670423,299
"459","2018T3",3,12.4579588684991,0.0226861485669005,396
"460","2018T3",4,11.3671490460021,0.0177929449185211,373
"461","2018T3",5,13.1111408732093,0.0182834407957167,392
"462","2018T3",6,11.3758747354217,0.0203932072641052,294
"463","2018T3",7,13.0525992458455,0.0169096998797855,481
"464","2018T3",8,17.5127696585261,0.0303666374168647,368
"465","2018T3",9,18.110093196106,0.018796588905729,654
"466","2018T3",10,13.6911639544468,0.0207564564953533,442
"467","2018T3",11,8.74449684839134,0.0088908901469202,322
"468","2018T3",12,20.1958947840138,0.0221527327579754,635
"469","2018T3",13,14.2608074409786,0.0140806136280435,387
"470","2018T3",14,15.7366007832911,0.0270698665435694,247
"471","2018T3",15,12.1877005389508,0.0197568648964218,293
"472","2018T3",16,12.6059800929303,0.0285844859765499,223
"473","2018T3",17,11.3361320883503,0.021105792593567,488
"474","2018T3",18,13.0756818999404,0.0221918301578523,431
"475","2018T3",19,9.91023078496939,0.0142944970157104,247
"476","2018T3",21,11.1292459014777,0.0231397942544164,295
"477","2018T3",22,14.4037231169193,0.0152942147101367,323
"478","2018T3",23,15.9175362179783,0.0189665046407399,496
"479","2018T3",24,16.2752417171133,0.0129999135315975,614
"480","2018T3",90,20.8837241332322,0.0155353595304127,381
"481","2019T4",1,11.6681006887136,0.0349323299463332,396
"482","2019T4",2,10.3251187010832,0.0108150977044899,295
"483","2019T4",3,11.7844006351243,0.019088343714389,371
"484","2019T4",4,10.4705944528326,0.0118062863768995,367
"485","2019T4",5,12.0905273918246,0.0166184021017694,380
"486","2019T4",6,10.5020851390557,0.0230214490722228,276
"487","2019T4",7,13.3947483896188,0.0173916443798212,459
"488","2019T4",8,16.5758664379462,0.0337325267140739,357
"489","2019T4",9,16.355813131803,0.0172557260961157,603
"490","2019T4",10,12.0197081497576,0.0190572374158588,413
"491","2019T4",11,8.42629385823526,0.0128002041146401,302
"492","2019T4",12,19.3386691976583,0.0160225094020741,593
"493","2019T4",13,13.8151097465242,0.0120426601552784,358
"494","2019T4",14,15.8804727066921,0.0249927213394581,236
"495","2019T4",15,11.3346190291047,0.014604459377834,281
"496","2019T4",16,12.1479209145179,0.0181980044532557,232
"497","2019T4",17,9.90498778683354,0.041350534599268,467
"498","2019T4",18,13.7115119365049,0.0316920036523914,422
"499","2019T4",19,9.94830789732026,0.00830572008673164,247
"500","2019T4",21,12.1033828914397,0.0145593522608619,287
"501","2019T4",22,13.2514027120745,0.0148334288458615,316
"502","2019T4",23,14.9877393144788,0.0251357029379551,481
"503","2019T4",24,15.7165184089572,0.0088169948879755,605
"504","2019T4",90,16.832744965671,0.0239478441123008,337
"505","2019T3",1,11.6681006887136,0.0349323299463332,396
"506","2019T3",2,10.3251187010832,0.0108150977044899,295
"507","2019T3",3,11.7844006351243,0.019088343714389,371
"508","2019T3",4,10.4705944528326,0.0118062863768995,367
"509","2019T3",5,12.0905273918246,0.0166184021017694,380
"510","2019T3",6,10.5020851390557,0.0230214490722228,276
"511","2019T3",7,13.3947483896188,0.0173916443798212,459
"512","2019T3",8,16.5758664379462,0.0337325267140739,357
"513","2019T3",9,16.355813131803,0.0172557260961157,603
"514","2019T3",10,12.0197081497576,0.0190572374158588,413
"515","2019T3",11,8.42629385823526,0.0128002041146401,302
"516","2019T3",12,19.3386691976583,0.0160225094020741,593
"517","2019T3",13,13.8151097465242,0.0120426601552784,358
"518","2019T3",14,15.8804727066921,0.0249927213394581,236
"519","2019T3",15,11.3346190291047,0.014604459377834,281
"520","2019T3",16,12.1479209145179,0.0181980044532557,232
"521","2019T3",17,9.90498778683354,0.041350534599268,467
"522","2019T3",18,13.7115119365049,0.0316920036523914,422
"523","2019T3",19,9.94830789732026,0.00830572008673164,247
"524","2019T3",21,12.1033828914397,0.0145593522608619,287
"525","2019T3",22,13.2514027120745,0.0148334288458615,316
"526","2019T3",23,14.9877393144788,0.0251357029379551,481
"527","2019T3",24,15.7165184089572,0.0088169948879755,605
"528","2019T3",90,16.832744965671,0.0239478441123008,337
"529","2019T2",1,11.6681006887136,0.0349323299463332,396
"530","2019T2",2,10.3251187010832,0.0108150977044899,295
"531","2019T2",3,11.7844006351243,0.019088343714389,371
"532","2019T2",4,10.4705944528326,0.0118062863768995,367
"533","2019T2",5,12.0905273918246,0.0166184021017694,380
"534","2019T2",6,10.5020851390557,0.0230214490722228,276
"535","2019T2",7,13.3947483896188,0.0173916443798212,459
"536","2019T2",8,16.5758664379462,0.0337325267140739,357
"537","2019T2",9,16.355813131803,0.0172557260961157,603
"538","2019T2",10,12.0197081497576,0.0190572374158588,413
"539","2019T2",11,8.42629385823526,0.0128002041146401,302
"540","2019T2",12,19.3386691976583,0.0160225094020741,593
"541","2019T2",13,13.8151097465242,0.0120426601552784,358
"542","2019T2",14,15.8804727066921,0.0249927213394581,236
"543","2019T2",15,11.3346190291047,0.014604459377834,281
"544","2019T2",16,12.1479209145179,0.0181980044532557,232
"545","2019T2",17,9.90498778683354,0.041350534599268,467
"546","2019T2",18,13.7115119365049,0.0316920036523914,422
"547","2019T2",19,9.94830789732026,0.00830572008673164,247
"548","2019T2",21,12.1033828914397,0.0145593522608619,287
"549","2019T2",22,13.2514027120745,0.0148334288458615,316
"550","2019T2",23,14.9877393144788,0.0251357029379551,481
"551","2019T2",24,15.7165184089572,0.0088169948879755,605
"552","2019T2",90,16.832744965671,0.0239478441123008,337
"553","2019T1",1,11.6681006887136,0.0349323299463332,396
"554","2019T1",2,10.3251187010832,0.0108150977044899,295
"555","2019T1",3,11.7844006351243,0.019088343714389,371
